WKT
"POLYGON ((-73.745 42.012872318928977,-73.74466666651125 42.013449669467363,-73.743999999533756 42.013449669467363,-73.743666666045002 42.012872318928977,-73.743999999533756 42.012294968390599,-73.74466666651125 42.012294968390599,-73.745 42.012872318928977))"
"POLYGON ((-73.745 42.014027020005742,-73.74466666651125 42.01460437054412,-73.743999999533756 42.01460437054412,-73.743666666045002 42.014027020005742,-73.743999999533756 42.013449669467363,-73.74466666651125 42.013449669467363,-73.745 42.014027020005742))"
"POLYGON ((-73.745 42.015181721082499,-73.74466666651125 42.015759071620877,-73.743999999533756 42.015759071620877,-73.743666666045002 42.015181721082499,-73.743999999533756 42.01460437054412,-73.74466666651125 42.01460437054412,-73.745 42.015181721082499))"
"POLYGON ((-73.745 42.016336422159263,-73.74466666651125 42.016913772697642,-73.743999999533756 42.016913772697642,-73.743666666045002 42.016336422159263,-73.743999999533756 42.015759071620877,-73.74466666651125 42.015759071620877,-73.745 42.016336422159263))"
"POLYGON ((-73.745 42.01749112323602,-73.74466666651125 42.018068473774399,-73.743999999533756 42.018068473774399,-73.743666666045002 42.01749112323602,-73.743999999533756 42.016913772697642,-73.74466666651125 42.016913772697642,-73.745 42.01749112323602))"
"POLYGON ((-73.745 42.018645824312777,-73.74466666651125 42.019223174851163,-73.743999999533756 42.019223174851163,-73.743666666045002 42.018645824312777,-73.743999999533756 42.018068473774399,-73.74466666651125 42.018068473774399,-73.745 42.018645824312777))"
"POLYGON ((-73.745 42.019800525389542,-73.74466666651125 42.02037787592792,-73.743999999533756 42.02037787592792,-73.743666666045002 42.019800525389542,-73.743999999533756 42.019223174851163,-73.74466666651125 42.019223174851163,-73.745 42.019800525389542))"
"POLYGON ((-73.745 42.020955226466299,-73.74466666651125 42.021532577004677,-73.743999999533756 42.021532577004677,-73.743666666045002 42.020955226466299,-73.743999999533756 42.02037787592792,-73.74466666651125 42.02037787592792,-73.745 42.020955226466299))"
"POLYGON ((-73.745 42.022109927543063,-73.74466666651125 42.022687278081442,-73.743999999533756 42.022687278081442,-73.743666666045002 42.022109927543063,-73.743999999533756 42.021532577004677,-73.74466666651125 42.021532577004677,-73.745 42.022109927543063))"
"POLYGON ((-73.745 42.02326462861982,-73.74466666651125 42.023841979158199,-73.743999999533756 42.023841979158199,-73.743666666045002 42.02326462861982,-73.743999999533756 42.022687278081442,-73.74466666651125 42.022687278081442,-73.745 42.02326462861982))"
"POLYGON ((-73.745 42.024419329696578,-73.74466666651125 42.024996680234963,-73.743999999533756 42.024996680234963,-73.743666666045002 42.024419329696578,-73.743999999533756 42.023841979158199,-73.74466666651125 42.023841979158199,-73.745 42.024419329696578))"
"POLYGON ((-73.745 42.025574030773342,-73.74466666651125 42.02615138131172,-73.743999999533756 42.02615138131172,-73.743666666045002 42.025574030773342,-73.743999999533756 42.024996680234963,-73.74466666651125 42.024996680234963,-73.745 42.025574030773342))"
"POLYGON ((-73.745 42.026728731850099,-73.74466666651125 42.027306082388478,-73.743999999533756 42.027306082388478,-73.743666666045002 42.026728731850099,-73.743999999533756 42.02615138131172,-73.74466666651125 42.02615138131172,-73.745 42.026728731850099))"
"POLYGON ((-73.745 42.027883432926863,-73.74466666651125 42.028460783465242,-73.743999999533756 42.028460783465242,-73.743666666045002 42.027883432926863,-73.743999999533756 42.027306082388478,-73.74466666651125 42.027306082388478,-73.745 42.027883432926863))"
"POLYGON ((-73.745 42.029038134003621,-73.74466666651125 42.029615484541999,-73.743999999533756 42.029615484541999,-73.743666666045002 42.029038134003621,-73.743999999533756 42.028460783465242,-73.74466666651125 42.028460783465242,-73.745 42.029038134003621))"
"POLYGON ((-73.745 42.030192835080378,-73.74466666651125 42.030770185618763,-73.743999999533756 42.030770185618763,-73.743666666045002 42.030192835080378,-73.743999999533756 42.029615484541999,-73.74466666651125 42.029615484541999,-73.745 42.030192835080378))"
"POLYGON ((-73.745 42.031347536157142,-73.74466666651125 42.031924886695521,-73.743999999533756 42.031924886695521,-73.743666666045002 42.031347536157142,-73.743999999533756 42.030770185618763,-73.74466666651125 42.030770185618763,-73.745 42.031347536157142))"
"POLYGON ((-73.745 42.032502237233899,-73.74466666651125 42.033079587772278,-73.743999999533756 42.033079587772278,-73.743666666045002 42.032502237233899,-73.743999999533756 42.031924886695521,-73.74466666651125 42.031924886695521,-73.745 42.032502237233899))"
"POLYGON ((-73.745 42.033656938310664,-73.74466666651125 42.034234288849042,-73.743999999533756 42.034234288849042,-73.743666666045002 42.033656938310664,-73.743999999533756 42.033079587772278,-73.74466666651125 42.033079587772278,-73.745 42.033656938310664))"
"POLYGON ((-73.745 42.034811639387421,-73.74466666651125 42.035388989925799,-73.743999999533756 42.035388989925799,-73.743666666045002 42.034811639387421,-73.743999999533756 42.034234288849042,-73.74466666651125 42.034234288849042,-73.745 42.034811639387421))"
"POLYGON ((-73.745 42.035966340464178,-73.74466666651125 42.036543691002564,-73.743999999533756 42.036543691002564,-73.743666666045002 42.035966340464178,-73.743999999533756 42.035388989925799,-73.74466666651125 42.035388989925799,-73.745 42.035966340464178))"
"POLYGON ((-73.745 42.037121041540942,-73.74466666651125 42.037698392079321,-73.743999999533756 42.037698392079321,-73.743666666045002 42.037121041540942,-73.743999999533756 42.036543691002564,-73.74466666651125 42.036543691002564,-73.745 42.037121041540942))"
"POLYGON ((-73.745 42.038275742617699,-73.74466666651125 42.038853093156078,-73.743999999533756 42.038853093156078,-73.743666666045002 42.038275742617699,-73.743999999533756 42.037698392079321,-73.74466666651125 42.037698392079321,-73.745 42.038275742617699))"
"POLYGON ((-73.745 42.039430443694464,-73.74466666651125 42.040007794232842,-73.743999999533756 42.040007794232842,-73.743666666045002 42.039430443694464,-73.743999999533756 42.038853093156078,-73.74466666651125 42.038853093156078,-73.745 42.039430443694464))"
"POLYGON ((-73.745 42.040585144771221,-73.74466666651125 42.041162495309599,-73.743999999533756 42.041162495309599,-73.743666666045002 42.040585144771221,-73.743999999533756 42.040007794232842,-73.74466666651125 42.040007794232842,-73.745 42.040585144771221))"
"POLYGON ((-73.745 42.041739845847978,-73.74466666651125 42.042317196386364,-73.743999999533756 42.042317196386364,-73.743666666045002 42.041739845847978,-73.743999999533756 42.041162495309599,-73.74466666651125 42.041162495309599,-73.745 42.041739845847978))"
"POLYGON ((-73.745 42.042894546924742,-73.74466666651125 42.043471897463121,-73.743999999533756 42.043471897463121,-73.743666666045002 42.042894546924742,-73.743999999533756 42.042317196386364,-73.74466666651125 42.042317196386364,-73.745 42.042894546924742))"
"POLYGON ((-73.745 42.0440492480015,-73.74466666651125 42.044626598539878,-73.743999999533756 42.044626598539878,-73.743666666045002 42.0440492480015,-73.743999999533756 42.043471897463121,-73.74466666651125 42.043471897463121,-73.745 42.0440492480015))"
"POLYGON ((-73.745 42.045203949078264,-73.74466666651125 42.045781299616642,-73.743999999533756 42.045781299616642,-73.743666666045002 42.045203949078264,-73.743999999533756 42.044626598539878,-73.74466666651125 42.044626598539878,-73.745 42.045203949078264))"
"POLYGON ((-73.745 42.046358650155021,-73.74466666651125 42.0469360006934,-73.743999999533756 42.0469360006934,-73.743666666045002 42.046358650155021,-73.743999999533756 42.045781299616642,-73.74466666651125 42.045781299616642,-73.745 42.046358650155021))"
"POLYGON ((-73.745 42.047513351231778,-73.74466666651125 42.048090701770164,-73.743999999533756 42.048090701770164,-73.743666666045002 42.047513351231778,-73.743999999533756 42.0469360006934,-73.74466666651125 42.0469360006934,-73.745 42.047513351231778))"
"POLYGON ((-73.745 42.048668052308543,-73.74466666651125 42.049245402846921,-73.743999999533756 42.049245402846921,-73.743666666045002 42.048668052308543,-73.743999999533756 42.048090701770164,-73.74466666651125 42.048090701770164,-73.745 42.048668052308543))"
"POLYGON ((-73.745 42.0498227533853,-73.74466666651125 42.050400103923678,-73.743999999533756 42.050400103923678,-73.743666666045002 42.0498227533853,-73.743999999533756 42.049245402846921,-73.74466666651125 42.049245402846921,-73.745 42.0498227533853))"
"POLYGON ((-73.745 42.050977454462057,-73.74466666651125 42.051554805000443,-73.743999999533756 42.051554805000443,-73.743666666045002 42.050977454462057,-73.743999999533756 42.050400103923678,-73.74466666651125 42.050400103923678,-73.745 42.050977454462057))"
"POLYGON ((-73.745 42.052132155538821,-73.74466666651125 42.0527095060772,-73.743999999533756 42.0527095060772,-73.743666666045002 42.052132155538821,-73.743999999533756 42.051554805000443,-73.74466666651125 42.051554805000443,-73.745 42.052132155538821))"
"POLYGON ((-73.745 42.053286856615578,-73.74466666651125 42.053864207153964,-73.743999999533756 42.053864207153964,-73.743666666045002 42.053286856615578,-73.743999999533756 42.0527095060772,-73.74466666651125 42.0527095060772,-73.745 42.053286856615578))"
"POLYGON ((-73.745 42.054441557692343,-73.74466666651125 42.055018908230721,-73.743999999533756 42.055018908230721,-73.743666666045002 42.054441557692343,-73.743999999533756 42.053864207153964,-73.74466666651125 42.053864207153964,-73.745 42.054441557692343))"
"POLYGON ((-73.745 42.0555962587691,-73.74466666651125 42.056173609307479,-73.743999999533756 42.056173609307479,-73.743666666045002 42.0555962587691,-73.743999999533756 42.055018908230721,-73.74466666651125 42.055018908230721,-73.745 42.0555962587691))"
"POLYGON ((-73.745 42.056750959845857,-73.74466666651125 42.057328310384243,-73.743999999533756 42.057328310384243,-73.743666666045002 42.056750959845857,-73.743999999533756 42.056173609307479,-73.74466666651125 42.056173609307479,-73.745 42.056750959845857))"
"POLYGON ((-73.745 42.057905660922621,-73.74466666651125 42.058483011461,-73.743999999533756 42.058483011461,-73.743666666045002 42.057905660922621,-73.743999999533756 42.057328310384243,-73.74466666651125 42.057328310384243,-73.745 42.057905660922621))"
"POLYGON ((-73.745 42.059060361999379,-73.74466666651125 42.059637712537757,-73.743999999533756 42.059637712537757,-73.743666666045002 42.059060361999379,-73.743999999533756 42.058483011461,-73.74466666651125 42.058483011461,-73.745 42.059060361999379))"
"POLYGON ((-73.745 42.060215063076143,-73.74466666651125 42.060792413614521,-73.743999999533756 42.060792413614521,-73.743666666045002 42.060215063076143,-73.743999999533756 42.059637712537757,-73.74466666651125 42.059637712537757,-73.745 42.060215063076143))"
"POLYGON ((-73.745 42.0613697641529,-73.74466666651125 42.061947114691279,-73.743999999533756 42.061947114691279,-73.743666666045002 42.0613697641529,-73.743999999533756 42.060792413614521,-73.74466666651125 42.060792413614521,-73.745 42.0613697641529))"
"POLYGON ((-73.745 42.062524465229657,-73.74466666651125 42.063101815768043,-73.743999999533756 42.063101815768043,-73.743666666045002 42.062524465229657,-73.743999999533756 42.061947114691279,-73.74466666651125 42.061947114691279,-73.745 42.062524465229657))"
"POLYGON ((-73.745 42.063679166306422,-73.74466666651125 42.0642565168448,-73.743999999533756 42.0642565168448,-73.743666666045002 42.063679166306422,-73.743999999533756 42.063101815768043,-73.74466666651125 42.063101815768043,-73.745 42.063679166306422))"
"POLYGON ((-73.745 42.064833867383179,-73.74466666651125 42.065411217921557,-73.743999999533756 42.065411217921557,-73.743666666045002 42.064833867383179,-73.743999999533756 42.0642565168448,-73.74466666651125 42.0642565168448,-73.745 42.064833867383179))"
"POLYGON ((-73.745 42.065988568459943,-73.74466666651125 42.066565918998322,-73.743999999533756 42.066565918998322,-73.743666666045002 42.065988568459943,-73.743999999533756 42.065411217921557,-73.74466666651125 42.065411217921557,-73.745 42.065988568459943))"
"POLYGON ((-73.745 42.0671432695367,-73.74466666651125 42.067720620075079,-73.743999999533756 42.067720620075079,-73.743666666045002 42.0671432695367,-73.743999999533756 42.066565918998322,-73.74466666651125 42.066565918998322,-73.745 42.0671432695367))"
"POLYGON ((-73.745 42.068297970613457,-73.74466666651125 42.068875321151843,-73.743999999533756 42.068875321151843,-73.743666666045002 42.068297970613457,-73.743999999533756 42.067720620075079,-73.74466666651125 42.067720620075079,-73.745 42.068297970613457))"
"POLYGON ((-73.745 42.069452671690222,-73.74466666651125 42.0700300222286,-73.743999999533756 42.0700300222286,-73.743666666045002 42.069452671690222,-73.743999999533756 42.068875321151843,-73.74466666651125 42.068875321151843,-73.745 42.069452671690222))"
"POLYGON ((-73.745 42.070607372766979,-73.74466666651125 42.071184723305358,-73.743999999533756 42.071184723305358,-73.743666666045002 42.070607372766979,-73.743999999533756 42.0700300222286,-73.74466666651125 42.0700300222286,-73.745 42.070607372766979))"
"POLYGON ((-73.745 42.071762073843743,-73.74466666651125 42.072339424382122,-73.743999999533756 42.072339424382122,-73.743666666045002 42.071762073843743,-73.743999999533756 42.071184723305358,-73.74466666651125 42.071184723305358,-73.745 42.071762073843743))"
"POLYGON ((-73.745 42.0729167749205,-73.74466666651125 42.073494125458879,-73.743999999533756 42.073494125458879,-73.743666666045002 42.0729167749205,-73.743999999533756 42.072339424382122,-73.74466666651125 42.072339424382122,-73.745 42.0729167749205))"
"POLYGON ((-73.745 42.074071475997258,-73.74466666651125 42.074648826535643,-73.743999999533756 42.074648826535643,-73.743666666045002 42.074071475997258,-73.743999999533756 42.073494125458879,-73.74466666651125 42.073494125458879,-73.745 42.074071475997258))"
"POLYGON ((-73.745 42.075226177074022,-73.74466666651125 42.075803527612401,-73.743999999533756 42.075803527612401,-73.743666666045002 42.075226177074022,-73.743999999533756 42.074648826535643,-73.74466666651125 42.074648826535643,-73.745 42.075226177074022))"
"POLYGON ((-73.745 42.076380878150779,-73.74466666651125 42.076958228689158,-73.743999999533756 42.076958228689158,-73.743666666045002 42.076380878150779,-73.743999999533756 42.075803527612401,-73.74466666651125 42.075803527612401,-73.745 42.076380878150779))"
"POLYGON ((-73.745 42.077535579227543,-73.74466666651125 42.078112929765922,-73.743999999533756 42.078112929765922,-73.743666666045002 42.077535579227543,-73.743999999533756 42.076958228689158,-73.74466666651125 42.076958228689158,-73.745 42.077535579227543))"
"POLYGON ((-73.745 42.078690280304301,-73.74466666651125 42.079267630842679,-73.743999999533756 42.079267630842679,-73.743666666045002 42.078690280304301,-73.743999999533756 42.078112929765922,-73.74466666651125 42.078112929765922,-73.745 42.078690280304301))"
"POLYGON ((-73.745 42.079844981381058,-73.74466666651125 42.080422331919443,-73.743999999533756 42.080422331919443,-73.743666666045002 42.079844981381058,-73.743999999533756 42.079267630842679,-73.74466666651125 42.079267630842679,-73.745 42.079844981381058))"
